geo_name,geo_sumlevel,geo_id,income_below_poverty_2013,income_below_poverty_2014,income_below_poverty_2015,income_below_poverty:pop_poverty_status_2013,income_below_poverty:pop_poverty_status_2014,income_below_poverty:pop_poverty_status_2015,income_below_poverty:pop_poverty_status_2016,income_below_poverty_2016,pop_poverty_status_2013,pop_poverty_status_2014,pop_poverty_status_2015,pop_poverty_status_2016
"Durham County, NC",county,05000US37063,48737,48820,49835,0.184916642004538,0.180936109021233,0.18033291116338,0.173560787264094,48907,263562,269819,276350,281786
"Edgecombe County, NC",county,05000US37065,13790,13739,14210,0.252397686507065,0.252708444460794,0.262948502063248,0.256841318763426,13750,54636,54367,54041,53535
"Forsyth County, NC",county,05000US37067,64022,66425,69100,0.185734137517878,0.190779950369928,0.196492704746251,0.195233410107719,69253,344697,348176,351667,354719
"Franklin County, NC",county,05000US37069,9549,9249,9603,0.160790058597697,0.154106336537981,0.158436587418125,0.162673412763179,9967,59388,60017,60611,61270
"Gaston County, NC",county,05000US37071,36554,37082,36027,0.179135343872821,0.180725592638802,0.174331504224371,0.171612859942783,35812,204058,205184,206658,208679
"Gates County, NC",county,05000US37073,2334,1892,1651,0.19628290303591,0.160338983050847,0.141558775615193,0.120453758226533,1391,11891,11800,11663,11548
"Graham County, NC",county,05000US37075,1821,1847,1884,0.210763888888889,0.214120102017157,0.219426974143955,0.193298969072165,1650,8640,8626,8586,8536
"Granville County, NC",county,05000US37077,8427,8653,8943,0.154002192982456,0.158187236065154,0.162614783162106,0.164698862711773,9109,54720,54701,54995,55307
"Greene County, NC",county,05000US37079,4489,4808,4962,0.23260272552982,0.249468167903284,0.257445263048667,0.243322509688907,4646,19299,19273,19274,19094
"Guilford County, NC",county,05000US37081,87109,86968,86808,0.180950442150657,0.17877986156936,0.176425398038363,0.175535224853846,87165,481397,486453,492038,496567
"Halifax County, NC",county,05000US37083,14422,13490,13660,0.27409913334347,0.258241127148819,0.263183245669807,0.267876926665241,13782,52616,52238,51903,51449
"Harnett County, NC",county,05000US37085,19812,21469,22094,0.1722378224243,0.181643582953305,0.182909464202927,0.182529621141938,22461,115027,118193,120792,123054
"Haywood County, NC",county,05000US37087,9672,9210,10056,0.166137039009224,0.157840616966581,0.171756507481041,0.167011392920114,9851,58217,58350,58548,58984
"Henderson County, NC",county,05000US37089,14975,15902,14984,0.140787469680161,0.147972381962667,0.1380593920743,0.132833955274947,14559,106366,107466,108533,109603
"Hertford County, NC",county,05000US37091,5671,5689,5475,0.260089891762979,0.262917090304095,0.255757462512262,0.243944636678201,5217,21804,21638,21407,21386
"Hoke County, NC",county,05000US37093,10899,10824,11047,0.228816761840779,0.222249599605766,0.221929806938948,0.228894880843808,11545,47632,48702,49777,50438
"Hyde County, NC",county,05000US37095,1299,1072,890,0.256415317804974,0.211481554547248,0.177220230983672,0.224019409623939,1108,5066,5069,5022,4946
"Iredell County, NC",county,05000US37097,21990,21588,22803,0.137756923867217,0.133691694121727,0.139634426380086,0.133309220242939,22114,159629,161476,163305,165885
"Jackson County, NC",county,05000US37099,7994,8238,8139,0.217559329414326,0.223276235906331,0.21971169420149,0.230818516738747,8646,36744,36896,37044,37458
"Johnston County, NC",county,05000US37101,29264,28390,27086,0.171808676150274,0.163750043259082,0.153562681422351,0.14586641496863,26272,170329,173374,176384,180110
"Jones County, NC",county,05000US37103,1691,1895,2173,0.16745890275302,0.187568049094328,0.214808224594701,0.227589641434263,2285,10098,10103,10116,10040
"Lee County, NC",county,05000US37105,10863,10841,10533,0.188636324170386,0.18731102164936,0.180945182182062,0.182888378628466,10673,57587,57877,58211,58358
"Lenoir County, NC",county,05000US37107,13799,13758,13401,0.237177724303884,0.236794547426034,0.2320680220275,0.220964860035736,12614,58180,58101,57746,57086
"Lincoln County, NC",county,05000US37109,12185,12211,12243,0.156326174531086,0.156196835386367,0.155442980117315,0.150626185958254,11907,77946,78177,78762,79050
"McDowell County, NC",county,05000US37111,9669,8892,8897,0.219390996551098,0.201747022121384,0.202213736988045,0.200295420974889,8814,44072,44075,43998,44005
"Macon County, NC",county,05000US37113,7092,6936,6401,0.21254532921749,0.20739766169303,0.190721649484536,0.183722588696737,6183,33367,33443,33562,33654
"Madison County, NC",county,05000US37115,3426,3629,3616,0.17281210592686,0.182334321459076,0.180962866579922,0.16629291872228,3337,19825,19903,19982,20067
"Martin County, NC",county,05000US37117,5565,5358,5007,0.232116788321168,0.225088220467148,0.212701784197111,0.20231412041997,4721,23975,23804,23540,23335
"Mecklenburg County, NC",county,05000US37119,143581,147989,148326,0.154090429567814,0.155273989778435,0.152100058757961,0.141504833423975,141024,931797,953083,975187,996602
"Mitchell County, NC",county,05000US37121,2766,2933,2910,0.18343391471583,0.19570294255021,0.194570740839797,0.180426902939992,2688,15079,14987,14956,14898
"Montgomery County, NC",county,05000US37123,6828,6992,6716,0.255950819057615,0.262206555163879,0.2510560352884,0.218538819642589,5821,26677,26666,26751,26636
"Moore County, NC",county,05000US37125,13775,14609,13808,0.155567099958214,0.162945034353529,0.152135829265874,0.146474526169362,13478,88547,89656,90761,92016
"Nash County, NC",county,05000US37127,15831,16512,17141,0.169585756981714,0.177527389233532,0.18532814358309,0.174108691880638,16057,93351,93011,92490,92224
"New Hanover County, NC",county,05000US37129,34053,37005,36717,0.168972361435022,0.181346388509093,0.177375954705533,0.176965489658325,37167,201530,204057,207001,210024
"Northampton County, NC",county,05000US37131,5478,5367,5658,0.263023959283622,0.262239812371738,0.281464530892448,0.284685963400416,5616,20827,20466,20102,19727
"Onslow County, NC",county,05000US37133,25173,24719,24916,0.152322689563781,0.146532458371124,0.146266150856781,0.138693759071118,23890,165261,168693,170347,172250
"Orange County, NC",county,05000US37135,22424,21378,20236,0.178029009900204,0.168191652570709,0.157683526450718,0.144660554430341,18713,125957,127105,128333,129358
"Pamlico County, NC",county,05000US37137,1717,1644,1674,0.137756739409499,0.132559264634736,0.13603120429059,0.145435157083094,1773,12464,12402,12306,12191
"Pasquotank County, NC",county,05000US37139,6996,7377,7256,0.183824688633139,0.194705447635135,0.192400498501843,0.173726555839727,6521,38058,37888,37713,37536
"Pender County, NC",county,05000US37141,10044,9541,9925,0.19293123319247,0.180499063546416,0.184517280484858,0.186917244131626,10304,52060,52859,53789,55126
"Perquimans County, NC",county,05000US37143,2695,2523,2626,0.202008844914174,0.187974966472955,0.196087216248507,0.165010088932068,2208,13341,13422,13392,13381
"Person County, NC",county,05000US37145,7024,7741,7708,0.180375439767854,0.199304840370752,0.198762248581743,0.184522576636288,7127,38941,38840,38780,38624
"Pitt County, NC",county,05000US37147,39860,39853,42743,0.2426138507797,0.23980095311447,0.254924881761089,0.245496096320404,41412,164294,166192,167669,168687
"Polk County, NC",county,05000US37149,3348,2683,2790,0.166525739865705,0.133782099227125,0.139166001596169,0.145172586293147,2902,20105,20055,20048,19990
"Randolph County, NC",county,05000US37151,24921,25316,24770,0.177664504170528,0.18006458312588,0.176067100259445,0.168595780315234,23757,140270,140594,140685,140911
"Richmond County, NC",county,05000US37153,11727,10708,11465,0.259487088708428,0.238405877769119,0.257484223055674,0.25837698699422,11443,45193,44915,44527,44288
"Robeson County, NC",county,05000US37155,41533,41950,41538,0.317426228380578,0.31975791391309,0.316482411294562,0.307671759803398,40313,130843,131193,131249,131026
"Rockingham County, NC",county,05000US37157,16425,17170,16968,0.179124498342349,0.188199445376125,0.186855783631398,0.193810714522803,17517,91696,91233,90808,90382
"Rowan County, NC",county,05000US37159,25106,25532,24194,0.188494804492762,0.191169313476643,0.180620982612786,0.179575867121892,24142,133192,133557,133949,134439
"Rutherford County, NC",county,05000US37161,14188,13818,13077,0.215008789476875,0.209500128871841,0.198768809849521,0.193230525175796,12668,65988,65957,65790,65559
"Sampson County, NC",county,05000US37163,14337,15524,16050,0.228412566913077,0.246557502024999,0.254640647310804,0.241707065087817,15207,62768,62963,63030,62915
"Scotland County, NC",county,05000US37165,11097,10559,10504,0.323226144704649,0.311695595701972,0.312312312312312,0.314884922781083,10480,34332,33876,33633,33282
"Stanly County, NC",county,05000US37167,9396,9695,10356,0.161257658709046,0.165964804163243,0.176925836707498,0.171374475488691,10047,58267,58416,58533,58626
"Stokes County, NC",county,05000US37169,7364,7909,7826,0.158283896483535,0.170739605371098,0.169790853076456,0.153795825791115,7052,46524,46322,46092,45853
"Surry County, NC",county,05000US37171,14383,14367,14195,0.198682174825948,0.198466639038541,0.197098028325465,0.178508178661572,12801,72392,72390,72020,71711
"Swain County, NC",county,05000US37173,3731,3833,3409,0.272335766423358,0.276850848681835,0.244829072105717,0.234238741958542,3277,13700,13845,13924,13990
"Transylvania County, NC",county,05000US37175,4557,4398,4017,0.142696101456083,0.137656890669504,0.126197731770915,0.143552919138308,4598,31935,31949,31831,32030
"Tyrrell County, NC",county,05000US37177,757,829,779,0.207510964912281,0.22957629465522,0.218390804597701,0.252652149637074,905,3648,3611,3567,3582
"Union County, NC",county,05000US37179,19133,19965,21416,0.094176076234729,0.096480037113283,0.101684131558831,0.09673047997355,20772,203162,206934,210613,214741
"Vance County, NC",county,05000US37181,12433,11275,11064,0.279506317161998,0.254871377548714,0.251077928561703,0.255959878168869,11177,44482,44238,44066,43667
"Wake County, NC",county,05000US37183,99679,104869,107687,0.10994063940035,0.112781162451806,0.112965303821038,0.107766821107877,105133,906662,929845,953275,975560
"Warren County, NC",county,05000US37185,5250,4892,4692,0.262211567275996,0.24790959306745,0.241420118343195,0.241767359850646,4662,20022,19733,19435,19283
"Washington County, NC",county,05000US37187,3040,3066,2737,0.237166484630988,0.241550460883952,0.218435754189944,0.236266407389402,2916,12818,12693,12530,12342
"Watauga County, NC",county,05000US37189,14420,14947,14726,0.312547413139129,0.321157688919447,0.313819925412893,0.313263469884619,14797,46137,46541,46925,47235
"Wayne County, NC",county,05000US37191,26555,27147,27037,0.221236357577272,0.224555801872746,0.22297821102809,0.218132832389945,26475,120030,120892,121254,121371
"Wilkes County, NC",county,05000US37193,15497,16539,15791,0.227482238271387,0.243331518780621,0.232933089450083,0.21080450606074,14278,68124,67969,67792,67731
"Wilson County, NC",county,05000US37195,18512,19140,18475,0.232160325064586,0.239639414047828,0.230856700154946,0.225362843796058,18043,79738,79870,80028,80062
"Yadkin County, NC",county,05000US37197,7001,7318,7643,0.184869289675205,0.193787569843498,0.202855853703851,0.189734286628962,7112,37870,37763,37677,37484
"Yancey County, NC",county,05000US37199,3513,3758,3775,0.200548039047782,0.215185524507558,0.216804502641856,0.213231493711595,3713,17517,17464,17412,17413
"Adams County, ND",county,05000US38001,224,209,220,0.098852603706973,0.091626479614204,0.096322241681261,0.105148342059337,241,2266,2281,2284,2292
"Barnes County, ND",county,05000US38003,976,775,841,0.092634776006074,0.073592251448106,0.07970808454175,0.097665555026203,1025,10536,10531,10551,10495
"Benson County, ND",county,05000US38005,2384,2385,2260,0.358280733393448,0.355122096486004,0.335112692763938,0.335302806499261,2270,6654,6716,6744,6770
"Billings County, ND",county,05000US38007,74,86,100,0.084474885844749,0.100584795321637,0.103199174406605,0.110042735042735,103,876,855,969,936
"Bottineau County, ND",county,05000US38009,687,651,540,0.110308285163776,0.103662420382166,0.085267645665561,0.090017402309761,569,6228,6280,6333,6321
"Bowman County, ND",county,05000US38011,252,246,234,0.08160621761658,0.079023450048185,0.074380165289256,0.076413009156931,242,3088,3113,3146,3167
"Burke County, ND",county,05000US38013,260,292,301,0.124164278892073,0.136130536130536,0.136322463768116,0.11835640911121,265,2094,2145,2208,2239
"Burleigh County, ND",county,05000US38015,6684,6559,6946,0.08238629360286,0.078996495200472,0.081687855017582,0.07737221253556,6745,81130,83029,85031,87176
"Cass County, ND",county,05000US38017,19486,19440,19082,0.130277523349802,0.126769656143829,0.120950515633814,0.117758462212297,19089,149573,153349,157767,162103
"Cavalier County, ND",county,05000US38019,187,167,180,0.048799582463466,0.043912700499606,0.047644256220222,0.052603613177471,198,3832,3803,3778,3764
"Dickey County, ND",county,05000US38021,477,422,400,0.096617378975086,0.08608731130151,0.08181632235631,0.085608704578115,417,4937,4902,4889,4871
"Divide County, ND",county,05000US38023,177,160,178,0.084005695301376,0.073092736409319,0.079005770084332,0.093886462882096,215,2107,2189,2253,2290
"Dunn County, ND",county,05000US38025,374,444,517,0.100672947510094,0.114728682170543,0.125607385811467,0.117309073497726,490,3715,3870,4116,4177
"Eddy County, ND",county,05000US38027,315,360,311,0.137614678899083,0.157411456055968,0.136883802816901,0.134387351778656,306,2289,2287,2272,2277
"Emmons County, ND",county,05000US38029,517,465,386,0.149292520935605,0.135410599883518,0.113262910798122,0.119549095223969,403,3463,3434,3408,3371
"Foster County, ND",county,05000US38031,364,379,316,0.111212954476016,0.115162564570039,0.095990279465371,0.093520782396088,306,3273,3291,3292,3272
"Golden Valley County, ND",county,05000US38033,203,139,177,0.124235006119951,0.079292641186537,0.100169779286927,0.094953879544221,175,1634,1753,1767,1843
"Grand Forks County, ND",county,05000US38035,10042,11516,11223,0.159749288111866,0.181388608870968,0.174682480388495,0.176832173097905,11507,62861,63488,64248,65073
"Grant County, ND",county,05000US38037,329,327,346,0.141993957703927,0.140887548470487,0.148817204301075,0.135717363205515,315,2317,2321,2325,2321
"Griggs County, ND",county,05000US38039,160,150,179,0.069777583951156,0.066254416961131,0.079982126899017,0.072719060523939,161,2293,2264,2238,2214
"Hettinger County, ND",county,05000US38041,258,217,217,0.107187370170337,0.089337175792507,0.0882472549817,0.083467741935484,207,2407,2429,2459,2480
"Kidder County, ND",county,05000US38043,251,211,185,0.103847745138602,0.086938607334157,0.076194398682043,0.07027697395618,170,2417,2427,2428,2419
"LaMoure County, ND",county,05000US38045,351,361,383,0.086881188118812,0.089489340604859,0.095344784665173,0.09592805395953,384,4040,4034,4017,4003
"Logan County, ND",county,05000US38047,193,172,151,0.101365546218487,0.091198303287381,0.080835117773019,0.069854916711446,130,1904,1886,1868,1861
"McHenry County, ND",county,05000US38049,782,762,738,0.141512848353239,0.135490753911807,0.128840782122905,0.100120212948652,583,5526,5624,5728,5823
"McIntosh County, ND",county,05000US38051,368,354,311,0.138138138138138,0.132733408323959,0.117314221048661,0.096491228070176,253,2664,2667,2651,2622
"McKenzie County, ND",county,05000US38053,1000,1200,1309,0.137513751375138,0.146003163401874,0.137341307312979,0.128094117647059,1361,7272,8219,9531,10625
